Source / Medium,date_launched,date_ended,Users,New Users,Sessions,Bounce Rate,Pageviews,Avg. Session Duration,Conversion Rate (%),Transactions,Quantity Sold,Revenue,Month,WeekDayName,Year
Affiliates,2020-07-30,3/3/2021,194746,151469,243924,58.76,330160,164,11.34,1006,915,111630,July,Thursday,2020
Organic,2020-08-21,2/14/2021,132864,95286,173126,65.98,222091,86,7.22,589,494,72618,August,Friday,2020
Email,2019-12-19,6/23/2020,113856,75904,164459,49.48,212634,52,8.25,831,655,52400,December,Thursday,2019
Referral,2019-01-29,8/9/2019,20188,13663,25082,70.1,31416,190,4.12,75,64,15360,January,Tuesday,2019
Display,2019-07-03,12/20/2019,10446,7597,12978,55.67,16911,60,2.06,58,38,14326,July,Wednesday,2019
Direct,2020-07-03,2/6/2021,72796,55884,92649,56.7,124468,60,5.15,401,360,141480,July,Friday,2020
Email,2020-12-04,,176300,137122,252875,59.79,334612,207,4.12,1017,863,114779,December,Friday,2020
Organic,2020-10-05,3/31/2021,197225,137460,266951,42.27,334363,216,9.28,1541,1401,306819,October,Monday,2020
Direct,2019-07-05,1/24/2020,42494,33051,52796,53.61,64528,138,1.03,245,220,10340,July,Friday,2019
Affiliates,2019-09-08,3/1/2020,7109,5098,8761,41.24,10885,164,5.15,51,39,10569,September,Sunday,2019
Paid Search,2019-06-26,1/4/2020,21883,15031,31388,68.04,42802,69,5.15,100,69,26634,June,Wednesday,2019
Affiliates,2019-07-20,1/18/2020,135558,105434,171159,60.82,243772,52,1.03,671,535,192065,July,Saturday,2019
Paid Search,2019-10-16,4/7/2020,109129,72753,152119,49.48,215118,164,6.19,769,528,166848,October,Wednesday,2019
Organic,2019-08-11,3/14/2020,120652,81653,148682,67.01,181722,190,10.31,491,312,67392,August,Sunday,2019
Display,2020-03-20,9/4/2020,82296,63177,101415,46.39,142391,95,1.03,544,440,78320,March,Friday,2020
Email,2020-05-16,12/27/2020,171946,123315,244893,58.76,353734,60,7.22,1010,745,111750,May,Saturday,2020
Organic,2020-04-24,11/27/2020,187536,145861,229211,71.13,310245,277,7.22,662,461,201457,April,Friday,2020
Social,2019-02-02,9/5/2019,183050,134976,244067,65.98,318027,121,12.37,830,528,162096,February,Saturday,2019
Display,2020-08-03,1/21/2021,85278,59436,122318,56.7,150735,277,3.09,530,428,25680,August,Monday,2020
Direct,2019-05-23,12/28/2019,118625,92264,149779,62.89,204244,225,7.22,556,343,120736,May,Thursday,2019
Direct,2020-05-20,12/12/2020,15339,11930,21537,63.92,30456,112,6.19,78,58,15196,May,Wednesday,2020
Affiliates,2019-06-24,12/12/2019,129926,101054,173235,58.76,244979,104,2.06,714,505,138875,June,Monday,2019
Affiliates,2019-01-19,8/11/2019,151128,112964,206084,69.07,264370,52,2.06,637,431,144816,January,Saturday,2019
Email,2019-04-27,10/16/2019,172717,115145,247735,63.92,345328,164,12.37,894,704,154880,April,Saturday,2019
Email,2020-07-21,2/26/2021,166348,112579,235240,59.79,327910,86,1.03,946,764,224616,July,Tuesday,2020
Affiliates,2020-05-07,12/7/2020,9414,8590,9928,58.97,25042,77,0.23,23,38,3520,May,Thursday,2020
Direct,2019-01-24,8/17/2019,70370,49046,97381,73.2,120989,164,7.22,261,198,43362,January,Thursday,2019
Paid Search,2020-08-29,3/13/2021,60537,45861,77047,48.45,96503,78,11.34,397,301,126721,August,Saturday,2020
Social,2020-12-29,,165940,125712,238015,69.07,317353,233,8.25,736,617,140059,December,Tuesday,2020
Organic,2020-07-28,3/3/2021,62591,44888,79029,42.27,98188,121,5.15,456,332,48804,July,Tuesday,2020
Affiliates,2019-05-06,10/18/2019,198080,136055,260105,52.58,325788,251,1.03,1233,1121,118826,May,Monday,2019
Display,2020-12-21,,8042,6092,10154,55.67,14564,121,1.03,45,36,16020,December,Monday,2020
Paid Search,2019-08-30,3/10/2020,140063,97620,185336,56.7,267708,233,2.06,803,616,152768,August,Friday,2019
Email,2020-08-03,2/19/2021,14946,9964,20532,73.2,26546,164,6.19,55,37,2072,August,Monday,2020
Referral,2019-04-09,10/5/2019,175647,124195,227099,53.61,279859,60,5.15,1054,649,174581,April,Tuesday,2019
Paid Search,2020-06-22,12/24/2020,157770,119523,194424,47.42,267088,190,11.34,1022,888,91464,June,Monday,2020
Display,2019-08-18,2/10/2020,55327,40238,72093,68.04,91755,104,12.37,230,184,74152,August,Sunday,2019
Paid Search,2019-09-05,2/25/2020,156534,112262,200806,73.2,290053,95,12.37,538,424,79288,September,Thursday,2019
Social,2019-08-02,2/3/2020,123736,93739,172480,68.04,243911,190,3.09,551,401,168019,August,Friday,2019
Social,2019-11-08,4/24/2020,134367,96364,184585,57.73,238655,277,3.09,780,512,34304,November,Friday,2019
Direct,2020-08-31,2/13/2021,37313,29021,51635,54.64,69890,104,3.09,234,161,22379,August,Monday,2020
Display,2019-07-08,2/18/2020,176075,128055,236545,43.3,301057,138,3.09,1341,853,99801,July,Monday,2019
Social,2020-03-29,11/1/2020,89964,59976,127222,43.3,159349,112,2.06,721,444,127428,March,Sunday,2020
Affiliates,2019-06-16,12/24/2019,40664,28752,56683,71.13,77868,52,5.15,164,106,23850,June,Sunday,2019
Paid Search,2020-05-04,11/6/2020,188447,125631,241745,42.27,339420,199,7.22,1396,973,437850,May,Monday,2020
Referral,2019-09-30,4/27/2020,39446,30680,51001,60.82,73668,216,10.31,200,154,47586,September,Monday,2019
Direct,2020-12-25,,105170,72238,147663,45.36,187935,95,6.19,807,636,45156,December,Friday,2020
Email,2020-02-20,9/11/2020,39678,26452,50098,71.13,67809,78,4.12,145,103,26059,February,Thursday,2020
Affiliates,2019-11-23,6/15/2020,174645,116430,248737,47.42,326624,156,9.28,1308,978,442056,November,Saturday,2019
Referral,2020-08-15,2/7/2021,15419,10279,19468,69.07,24581,86,8.25,60,50,19000,August,Saturday,2020
Email,2019-06-14,12/23/2019,162595,123178,233217,52.58,299177,52,3.09,1106,715,205920,June,Friday,2019
Display,2019-03-12,9/4/2019,18640,12427,26924,74.23,34811,86,6.19,69,57,26049,March,Tuesday,2019
Direct,2020-05-29,1/5/2021,143155,98329,180751,58.76,228221,268,10.31,745,677,122537,May,Friday,2020
Referral,2020-06-11,1/18/2021,17787,13116,22458,65.98,29037,216,5.15,76,47,7050,June,Thursday,2020
Referral,2020-06-14,12/20/2020,154040,115141,206943,74.23,255021,86,2.06,533,431,71546,June,Sunday,2020
Email,2019-03-19,10/12/2019,58708,44476,77091,53.61,111354,130,3.09,358,268,99964,March,Tuesday,2019
Social,2020-03-15,10/6/2020,120296,80197,168900,64.95,228612,164,10.31,592,365,68985,March,Sunday,2020
Direct,2020-02-24,10/1/2020,21764,16488,29678,62.89,41969,242,6.19,110,97,32495,February,Monday,2020
Affiliates,2019-01-04,7/3/2019,61572,47267,85206,49.48,105862,268,6.19,430,265,75525,January,Friday,2019
Paid Search,2020-07-19,2/24/2021,34458,23668,44552,67.01,59403,233,5.15,147,102,32130,July,Sunday,2020
Affiliates,2019-05-31,11/22/2019,187269,124846,234559,47.42,324592,156,12.37,1233,897,317538,May,Friday,2019
Email,2020-02-27,10/5/2020,136566,106218,173811,57.73,217703,216,3.09,735,542,24390,February,Thursday,2020
Affiliates,2020-10-29,5/3/2021,182714,123655,225163,49.48,288845,173,12.37,1138,736,314272,October,Thursday,2020
Email,2020-12-10,,94548,68762,132749,68.04,171635,156,1.03,424,287,101885,December,Thursday,2020
Email,2019-03-21,9/28/2019,145076,105510,209554,53.61,275172,52,4.12,972,717,93210,March,Thursday,2019
Direct,2020-02-27,9/12/2020,49596,34066,66629,64.95,81435,277,9.28,234,156,62244,February,Thursday,2020
Referral,2019-05-11,11/5/2019,110443,85900,143911,57.73,196242,268,6.19,608,381,119634,May,Saturday,2019
Direct,2019-07-15,1/6/2020,2818,2078,4014,53.61,5311,147,7.22,19,15,4200,July,Monday,2019
Referral,2019-01-11,8/12/2019,63964,49750,91100,71.13,115945,147,4.12,263,181,29141,January,Friday,2019
Direct,2019-04-01,10/8/2019,145264,111516,186349,60.82,244701,164,1.03,730,649,53867,April,Monday,2019
Social,2020-04-14,10/23/2020,54801,39855,77496,53.61,102545,86,9.28,360,324,109188,April,Tuesday,2020
Display,2020-02-27,9/15/2020,19599,14254,26924,58.76,35355,52,6.19,111,68,13464,February,Thursday,2020
Social,2020-05-04,12/13/2020,175315,132814,235524,49.48,306895,251,6.19,1190,1046,206062,May,Monday,2020
Direct,2020-06-02,11/30/2020,35477,24010,44794,45.36,59725,112,5.15,245,163,27873,June,Tuesday,2020
Affiliates,2020-06-22,12/21/2020,50169,35473,70439,53.61,87515,251,1.03,327,271,90514,June,Monday,2020
Affiliates,2019-06-08,12/1/2019,10760,8043,13151,73.2,17269,277,7.22,35,28,5656,June,Saturday,2019
Affiliates,2020-04-27,10/15/2020,198837,132558,243023,41.24,333850,138,8.25,1428,1111,113322,April,Monday,2020
Referral,2019-06-21,12/12/2019,14478,10091,18719,45.36,23257,69,12.37,102,67,6231,June,Friday,2019
Paid Search,2020-04-04,10/3/2020,153224,116079,202751,52.58,253951,121,12.37,961,699,170556,April,Saturday,2020
Organic,2019-01-31,8/2/2019,108414,77751,155503,47.42,219903,156,11.34,818,694,88832,January,Thursday,2019
Paid Search,2019-02-01,9/2/2019,78005,52003,101643,58.76,135524,216,6.19,419,372,40548,February,Friday,2019
Direct,2019-02-05,8/12/2019,127380,90067,181420,52.58,262051,78,8.25,860,764,340744,February,Tuesday,2019
Social,2019-12-24,8/4/2020,86926,59707,124682,42.27,164983,60,7.22,720,647,106108,December,Tuesday,2019
Referral,2019-03-30,9/16/2019,99677,74506,133910,59.79,166373,225,4.12,538,402,113766,March,Saturday,2019
Paid Search,2020-06-06,1/8/2021,4278,3284,5488,57.73,7705,181,5.15,23,19,8151,June,Saturday,2020
Organic,2020-04-07,11/14/2020,24385,17981,33006,70.1,43008,233,1.03,99,89,31773,April,Tuesday,2020
Organic,2019-04-19,10/23/2019,142626,95084,184405,59.79,245873,78,10.31,741,539,238777,April,Friday,2019
Referral,2020-07-23,2/22/2021,53220,38705,72573,67.01,104828,104,10.31,239,171,32148,July,Thursday,2020
Email,2019-04-11,9/23/2019,143283,95522,193939,60.82,250749,78,5.15,760,461,178868,April,Thursday,2019
Direct,2020-07-08,12/30/2020,108,47,193,36.79,1007,242,6.74,13,39,2081,July,Wednesday,2020
Paid Search,2019-05-11,11/1/2019,151988,113607,196510,63.92,267968,60,2.06,709,530,24380,May,Saturday,2019
Email,2019-10-18,4/19/2020,58564,39043,77494,46.39,108022,251,2.06,415,314,113982,October,Friday,2019
Affiliates,2019-07-08,1/12/2020,97638,74954,139060,73.2,172772,121,12.37,373,290,109040,July,Monday,2019
Affiliates,2019-07-14,2/20/2020,109544,74136,147165,56.7,202166,104,4.12,637,386,88008,July,Sunday,2019
Display,2019-11-22,6/29/2020,98866,65911,136815,59.79,186566,216,1.03,550,472,123664,November,Friday,2019
Social,2020-12-23,,100004,77781,125258,64.95,158154,216,9.28,439,284,51972,December,Wednesday,2020
Referral,2020-04-06,10/7/2020,44075,32055,60547,61.86,81953,78,6.19,231,170,14960,April,Monday,2020
Email,2020-04-27,11/8/2020,56965,43731,73652,56.7,105642,95,9.28,319,232,12528,April,Monday,2020
Direct,2020-11-16,,89287,66740,122657,63.92,158587,173,4.12,443,380,40660,November,Monday,2020
Email,2020-02-07,7/26/2020,246,204,287,56.45,849,150,0.0,0,0,0,February,Friday,2020
Email,2019-09-11,4/5/2020,191744,141387,255659,69.07,320219,242,2.06,791,479,177230,September,Wednesday,2019
Social,2019-09-16,4/19/2020,104718,81447,129046,70.1,172061,259,8.25,386,351,140400,September,Monday,2019
Affiliates,2019-04-14,11/11/2019,195430,152001,248729,68.04,349226,251,12.37,795,498,70218,April,Sunday,2019
Organic,2019-11-04,6/11/2020,7869,7463,10252,53.63,38871,170,0.49,50,79,11723,November,Monday,2019
Email,2020-01-23,7/26/2020,1884,1298,2624,47.6,11183,180,0.42,11,20,1515,January,Thursday,2020
Paid Search,2020-01-17,8/5/2020,112942,77576,148308,58.76,182763,78,10.31,612,532,60116,January,Friday,2020
Organic,2020-05-23,12/26/2020,100264,70894,137736,71.13,179474,277,5.15,398,273,101556,May,Saturday,2020
Email,2020-12-13,,148603,106574,207144,50.52,265730,95,9.28,1025,808,287648,December,Sunday,2020
Paid Search,2019-02-19,8/21/2019,6552,4964,8207,51.55,10694,190,7.22,40,35,9975,February,Tuesday,2019
Email,2020-04-04,11/2/2020,56850,39048,75226,52.58,101061,138,4.12,357,296,43512,April,Saturday,2020
Paid Search,2019-03-19,9/28/2019,126195,93053,170809,47.42,244999,242,12.37,898,553,181937,March,Tuesday,2019
Direct,2020-12-28,,39162,30459,53007,44.33,76566,138,1.03,295,221,18564,December,Monday,2020
Display,2020-03-08,10/10/2020,124332,90423,156985,42.27,210899,60,9.28,906,769,217627,March,Sunday,2020
Email,2020-10-13,4/2/2021,17548,13471,24815,70.1,33087,199,6.19,74,67,6633,October,Tuesday,2020
Affiliates,2019-11-01,4/19/2020,171955,121584,237958,57.73,331699,233,3.09,1006,681,78996,November,Friday,2019
Paid Search,2020-03-01,8/23/2020,14477,11260,17840,43.3,24327,242,12.37,101,61,18544,March,Sunday,2020
Affiliates,2020-03-13,9/16/2020,85831,63290,110973,41.24,144601,52,4.12,652,580,193140,March,Friday,2020
Direct,2020-05-12,12/18/2020,88094,61399,125467,41.24,174893,225,11.34,737,640,215040,May,Tuesday,2020
Referral,2020-09-25,3/28/2021,172257,133978,224456,60.82,324214,156,7.22,879,790,114550,September,Friday,2020
Display,2020-11-20,5/18/2021,181840,128574,255311,67.01,337836,268,1.03,842,714,144228,November,Friday,2020
Paid Search,2020-04-22,10/7/2020,150407,109387,188389,42.27,230253,60,12.37,1088,725,253750,April,Wednesday,2020
Email,2019-09-25,4/18/2020,17444,13039,23787,74.23,31716,173,10.31,61,40,3040,September,Wednesday,2019
Affiliates,2020-07-06,1/25/2021,95020,64306,120935,41.24,172241,138,11.34,711,625,170000,July,Monday,2020
Paid Search,2019-11-21,5/26/2020,158,132,198,33.84,1388,235,0.0,0,0,0,November,Thursday,2019
Organic,2019-12-12,6/25/2020,91043,70326,142637,67.06,370798,80,0.34,486,607,103001,December,Thursday,2019
Email,2020-12-02,,41108,28651,56472,52.58,76437,138,11.34,268,173,44634,December,Wednesday,2020
Social,2019-11-06,5/6/2020,110772,83918,146577,74.23,188033,52,5.15,378,252,22176,November,Wednesday,2019
Social,2019-06-26,12/11/2019,92306,65267,117480,56.7,164947,225,5.15,509,437,191843,June,Wednesday,2019
Organic,2019-08-11,3/15/2020,45211,35164,64848,67.01,89739,225,1.03,214,156,37752,August,Sunday,2019
Display,2019-03-27,11/3/2019,47639,31759,64962,44.33,87928,181,4.12,362,234,84474,March,Wednesday,2019
Affiliates,2020-01-31,7/17/2020,118115,79936,144363,57.73,204150,95,7.22,610,431,70684,January,Friday,2020
Referral,2020-05-16,11/20/2020,134436,93698,171100,47.42,229862,259,6.19,900,800,141600,May,Saturday,2020
Display,2019-05-26,11/19/2019,112845,80929,153880,42.27,208282,138,11.34,888,762,300228,May,Sunday,2019
Referral,2020-02-27,10/7/2020,36319,24213,50993,69.07,67991,173,9.28,158,99,33759,February,Thursday,2020
Direct,2019-02-23,9/6/2019,71541,49139,92497,67.01,121461,207,8.25,305,203,92771,February,Saturday,2019
Email,2020-04-12,9/28/2020,178132,122353,248305,73.2,328565,233,8.25,665,504,57456,April,Sunday,2020
Social,2020-11-06,5/18/2021,106028,82466,130661,42.27,176854,130,11.34,754,625,148750,November,Friday,2020
Organic,2019-03-24,10/22/2019,9546,6653,11764,67.01,15091,225,3.09,39,25,2275,March,Sunday,2019
Social,2019-01-18,8/7/2019,157832,106816,227980,58.76,320093,78,5.15,940,646,42636,January,Friday,2019
Paid Search,2019-04-28,11/14/2019,130680,93720,172920,42.27,242787,130,11.34,998,796,155220,April,Sunday,2019
Display,2020-04-26,10/25/2020,77430,60223,107151,53.61,133127,268,11.34,497,351,69498,April,Sunday,2020
Display,2020-02-16,8/10/2020,114699,89210,161042,73.2,229363,112,6.19,432,358,32578,February,Sunday,2020
Social,2019-07-21,1/16/2020,6379,4833,8956,74.23,11037,277,9.28,23,20,2980,July,Sunday,2019
Email,2019-03-17,9/11/2019,186529,143194,267547,49.48,381052,259,9.28,1352,942,252456,March,Sunday,2019
Paid Search,2020-02-15,9/8/2020,140384,97843,194269,55.67,264912,242,6.19,861,652,29992,February,Saturday,2020
Affiliates,2020-02-17,8/7/2020,62341,42820,76824,70.1,108640,242,10.31,230,156,49764,February,Monday,2020
Email,2020-07-30,1/19/2021,115287,80352,149058,42.27,212295,225,9.28,861,774,92106,July,Thursday,2020
Social,2019-11-16,6/7/2020,162339,108226,214812,58.76,264718,164,3.09,886,734,132854,November,Saturday,2019
Direct,2019-05-17,11/1/2019,109006,77075,143139,72.16,198081,86,1.03,398,257,80698,May,Friday,2019
Social,2019-03-27,10/3/2019,119561,90577,170284,64.95,215005,138,1.03,597,488,190808,March,Wednesday,2019
Social,2020-03-29,10/30/2020,61321,45216,75567,43.3,98466,78,8.25,428,298,78374,March,Sunday,2020
Direct,2019-07-26,1/23/2020,36928,26484,49983,62.89,72198,259,9.28,185,157,32342,July,Friday,2019
Paid Search,2020-08-18,3/18/2021,112684,86505,147969,53.61,189819,95,8.25,686,527,142817,August,Tuesday,2020
Social,2020-09-21,4/3/2021,42756,28504,60463,46.39,76342,268,10.31,324,239,32743,September,Monday,2020
Referral,2020-10-14,5/19/2021,108317,78776,152081,56.7,202775,181,12.37,659,459,33966,October,Wednesday,2020
Referral,2020-02-27,9/20/2020,142159,110568,203905,50.52,265694,207,5.15,1009,662,33100,February,Thursday,2020
Organic,2019-12-01,5/26/2020,196191,132776,255643,52.58,348604,147,6.19,1212,796,122584,December,Sunday,2019
Display,2020-02-19,9/15/2020,119854,88377,154963,55.67,220705,104,6.19,687,472,95816,February,Wednesday,2020
Paid Search,2020-01-01,7/21/2020,31410,23161,43149,56.7,62326,121,8.25,187,132,22044,January,Wednesday,2020
Paid Search,2019-04-26,11/9/2019,132051,89368,164063,67.01,215436,52,10.31,541,366,103578,April,Friday,2019
Display,2019-09-10,4/2/2020,82008,63784,111829,49.48,154753,268,2.06,565,411,164811,September,Tuesday,2019
Referral,2019-02-11,8/29/2019,101378,69633,129027,74.23,172036,259,11.34,333,266,93100,February,Monday,2019
Referral,2019-07-23,2/28/2020,86209,64439,113204,47.42,144078,251,11.34,595,493,46342,July,Tuesday,2019
Organic,2020-08-17,3/10/2021,6500,4859,8798,54.64,10931,147,2.06,40,33,14619,August,Monday,2020
Direct,2020-11-23,,40736,27569,52669,72.16,71821,138,2.06,147,119,36176,November,Monday,2020
Email,2020-06-19,1/15/2021,109768,79831,141922,48.45,179194,181,8.25,732,628,137532,June,Friday,2020
Social,2020-09-04,3/14/2021,142309,102060,205557,68.04,276152,207,12.37,657,491,67267,September,Friday,2020
Organic,2019-02-17,9/20/2019,52350,35958,70329,46.39,90930,60,8.25,377,255,29835,February,Sunday,2019
Organic,2020-01-12,6/30/2020,100426,72023,144045,42.27,178965,156,10.31,832,714,85680,January,Sunday,2020
Social,2019-06-04,11/16/2019,121859,88625,163710,45.36,229855,216,9.28,895,759,305118,June,Tuesday,2019
Social,2020-06-25,12/8/2020,15861,11055,21949,73.2,29930,52,2.06,59,54,22896,June,Thursday,2020
Display,2020-08-23,3/14/2021,116111,77407,143086,74.23,206680,78,2.06,369,280,13720,August,Sunday,2020
Paid Search,2019-06-13,12/11/2019,129217,95281,169679,62.89,222811,242,10.31,630,452,112096,June,Thursday,2019
Display,2019-11-15,5/25/2020,76673,55762,108426,68.04,134711,251,4.12,347,235,25615,November,Friday,2019
Paid Search,2020-10-08,5/16/2021,149863,107478,202845,71.13,256117,78,7.22,586,385,119350,October,Thursday,2020
Email,2019-04-25,10/11/2019,38479,25653,54803,60.82,77499,121,10.31,215,191,19864,April,Thursday,2019
Organic,2019-04-07,10/25/2019,77297,51531,103063,71.13,146787,138,1.03,298,190,77330,April,Sunday,2019
Paid Search,2020-07-19,1/13/2021,30895,20597,39009,51.55,49254,138,12.37,189,120,51960,July,Sunday,2020
Affiliates,2019-09-14,4/3/2020,45062,34593,57807,47.42,75324,225,10.31,304,203,78561,September,Saturday,2019
Display,2019-10-08,5/4/2020,88992,63823,127645,54.64,175351,86,2.06,579,526,174106,October,Tuesday,2019
Referral,2019-06-29,12/19/2019,15287,10655,21155,70.1,28848,251,10.31,63,55,22275,June,Saturday,2019
Social,2020-04-15,11/4/2020,93162,72459,129862,69.07,160032,199,4.12,402,268,120332,April,Wednesday,2020
Affiliates,2019-11-25,5/27/2020,184922,127017,250298,70.1,321089,190,8.25,748,650,258700,November,Monday,2019
Display,2020-03-03,9/24/2020,145867,103138,185649,57.73,240031,207,7.22,785,634,40576,March,Tuesday,2020
Referral,2020-09-23,4/11/2021,61103,41353,82705,43.3,101919,251,12.37,469,298,87016,September,Wednesday,2020
Referral,2020-07-04,2/14/2021,9204,6973,13202,65.98,18136,52,7.22,45,35,9450,July,Saturday,2020
